order_id,cust_no,product_cd,amount_eur
9023129,200383,P1004,67.95
9023130,202392,P1003,27.87
9023131,207430,P1004,116.1
9023132,203793,P1005,167.6
9023133,200518,P1004,148.5
9023134,202641,P1002,117.85
9023135,209050,P1002,58.61
9023136,202372,P1004,105.96
9023137,202717,P1002,28.9
9023138,206052,P1005,17.87
9023139,203740,P1003,112.08
9023140,205747,P1006,100.15
9023141,201388,P1006,95.71
9023142,203649,P1005,91.24
9023143,208289,P1006,143.73
9023144,201466,P1005,82.29
9023145,200067,P1005,87.29
9023146,210984,,277.37
9023147,207103,P1005,76.46
9023148,206346,P1003,128.71
9023149,200571,P1006,17.65
9023150,205356,P1003,49.02
9023151,211212,P1003,32.51
9023152,211341,P1003,43.92
9023153,202842,P1002,52.37
9023154,202664,P1003,43.37
9023155,202911,P1002,118.04
9023156,203089,P1005,189.35
9023157,204919,P1005,212.19
9023158,211828,P1006,57.29
9023159,207770,P1005,75.69
9023160,209824,P1001,29.32
9023161,202838,P1006,46.74
9023162,205928,P1002,254.14
9023163,211897,P1005,50.02
9023164,205912,P1002,151.58
9023165,204532,P1002,72.02
9023166,204847,P1004,44.9
9023167,200384,P1004,156.13
9023168,210292,P1001,137.84
9023169,209404,P1004,83.32
9023170,206848,P1005,5.1
9023171,210622,P1004,15.57
9023172,202218,P1003,52.3
9023173,203005,P1002,165.47
9023174,202468,,57.62
9023175,203087,P1004,76.25
9023176,205545,P1006,149.51
9023177,210891,P1001,24.25
9023178,201867,P1004,140.01
9023179,200586,P1004,36.38
9023180,208330,P1003,106.36
9023181,207823,P1002,44.03
9023182,203717,P1004,136.56
9023183,210934,P1003,78.19
9023184,200008,P1001,284.31
9023185,201899,P1004,62.08
9023186,202132,P1001,53.09
9023187,200460,P1001,245.86
9023188,209408,P1004,355.29
9023189,200653,P1004,123.57
9023190,209136,P1001,92.64
9023191,207085,P1002,19.41
9023192,205192,P1003,216.9
9023193,206378,P1006,61.38
9023194,200122,P1004,146.42
9023195,204673,P1003,177.39
9023196,201067,P1003,83.49
9023197,211184,P1005,118.24
9023198,203277,P1004,194.47
9023199,208395,P1006,382.01
9023200,207463,P1001,208.3
9023201,200890,P1004,105.01
9023202,210375,P1006,189.94
9023203,207723,P1002,105.92
9023204,208924,P1006,142.67
9023205,203933,P1006,114.12
9023206,208205,P1005,224.45
9023207,209326,P1001,158.74
9023208,209538,P1004,200
9023209,202020,P1005,85.13
9023210,206567,P1003,63.38
9023211,203961,P1006,63.94
9023212,206671,P1003,180.57
9023213,202415,P1005,23.76
9023214,203440,P1004,58.74
9023215,201165,P1006,247.39
9023216,203174,P1002,101.35
9023217,211391,P1004,116.26
9023218,208416,P1001,87.51
9023219,200074,P1002,92.04
9023220,208469,P1004,146.27
9023221,201591,P1005,98.24
9023222,200886,P1004,121.82
9023223,201977,P1006,134.25
9023224,207167,P1005,68.96
9023225,202454,P1004,128.83
9023226,211201,P1001,108.6
9023227,211960,P1005,218.3
9023228,204074,P1002,82.63
9023229,206559,P1005,39.59
9023230,210476,P1003,102.8
9023231,204993,P1005,14.79
9023232,207818,P1004,29.65
9023233,207432,P1006,170.46
9023234,208849,P1002,164.64
9023235,201824,P1003,37.56
9023236,210279,P1001,137.9
9023237,206023,P1001,121.27
9023238,200106,P1004,85.61
9023239,210604,P1001,71.95
9023240,206628,P1005,28.08
9023241,202026,P1005,72.92
9023242,202519,P1006,61.72
9023243,211200,P1001,186.98
9023244,201249,P1002,71.19
9023245,207231,P1001,162.09
9023246,202091,P1003,118.62
9023247,200674,P1006,57.98
9023248,210217,P1005,111.67
9023249,209960,P1003,112.77
9023250,206907,P1002,232.69
9023251,211934,P1005,37.47
9023252,210564,P1006,62.34
9023253,200021,P1002,27.82
9023254,201733,P1006,50.5
9023255,209920,P1004,162.44
9023256,210568,P1006,45.91
9023257,204573,P1003,118.04
9023258,206654,P1003,91.84
9023259,200340,P1003,62.79
9023260,210602,P1006,22.74
9023261,206356,P1003,74.86
9023262,207950,P1002,19.38
9023263,211304,P1002,207.46
9023264,201841,P1001,24.11
9023265,202918,P1001,90.03
9023266,201544,P1006,216.07
9023267,207558,P1006,9.33
9023268,209926,P1001,73.49
9023269,211080,P1006,85.15
9023270,207411,P1001,45.43
9023271,207896,P1001,6.43
9023272,209046,P1004,18.2
9023273,207669,P1005,168.01
9023274,202266,P1002,123.81
9023275,204965,P1001,78.61
9023276,207169,P1003,59.38
9023277,201513,P1001,193.87
9023278,202686,P1003,7.77
9023279,203986,P1004,96.87
9023280,211171,P1002,28.84
9023281,207656,P1002,201.02
9023282,202201,P1001,140.94
9023283,207375,P1006,42.11
9023284,202380,P1003,121.04
9023285,207118,P1003,19.46
9023286,200693,P1001,56.39
9023287,205219,P1003,79.22
9023288,205468,P1001,107.7
9023289,201251,P1005,455.12
9023290,205636,P1004,165.78
9023291,200782,P1006,99.28
9023292,205932,P1006,66.17
9023293,207633,P1004,137.09
9023294,211918,P1002,103.38
9023295,201164,P1004,101.15
9023296,202745,P1004,203.32
9023297,201260,P1005,34.01
9023298,202906,P1001,69.74
9023299,208515,P1005,230.58
9023300,202832,P1006,128.01
9023301,201787,P1004,114.91
9023302,201791,P1002,52.31
9023303,206620,P1004,134.98
9023304,205269,P1005,122.2
9023305,201030,P1006,66.76
9023306,208379,P1005,71.52
9023307,203384,P1002,18.65
9023308,205425,P1004,153.6
9023309,200139,P1005,80.88
9023310,211187,P1006,76.28
9023311,210174,P1006,196.48
9023312,203309,P1004,62.5
9023313,211721,P1001,46.93
9023314,208042,P1004,23.15
9023315,201511,P1006,44.6
9023316,206046,P1001,55
9023317,206709,P1002,72.64
9023318,208068,P1005,25.38
9023319,203924,P1006,179.17
9023320,205531,P1002,14.58
9023321,203379,P1006,42.33
9023322,205643,P1003,38.52
9023323,203325,P1005,273.49
9023324,202857,P1004,61.98
9023325,205478,P1004,369.35
9023326,203410,P1002,25.64
9023327,201444,P1004,6.8
9023328,207111,P1002,119.82
9023329,200196,P1006,145.26
9023330,209563,P1001,90.88
9023331,200236,P1002,170.88
9023332,204670,P1001,120.39
9023333,209350,P1002,209.72
9023334,209518,P1004,100.42
9023335,207697,P1006,240.08
9023336,202359,P1006,71.87
9023337,204908,P1001,29.56
9023338,203532,P1003,41.33
9023339,208789,P1002,76.99
9023340,206097,P1004,87.55
9023341,203827,P1003,188.28
9023342,201397,P1003,104.87
9023343,210212,P1001,70
9023344,209798,P1003,190.96
9023345,211045,P1002,154.76
9023346,210353,P1001,142.95
9023347,204615,P1004,101.41
9023348,203461,P1005,125.06
9023349,200577,P1002,129.02
9023350,202793,P1002,99.25
9023351,201302,P1005,76
9023352,207631,P1003,238.4
9023353,200058,P1003,19.57
9023354,211199,P1001,83.24
9023355,210267,P1006,59.42
9023356,209611,P1004,49.74
9023357,206784,P1003,132.04
9023358,203858,P1004,30.56
9023359,204536,P1006,19.04
9023360,204097,P1006,64.79
9023361,202620,P1002,69.67
9023362,207461,P1006,88.34
9023363,201027,P1001,70.84
9023364,205133,P1001,235.22
9023365,208430,P1002,19.52
9023366,206603,P1002,88.72
9023367,211910,P1001,40.78
9023368,209093,P1006,149.92
9023369,208346,P1006,32.71
9023370,211493,P1006,35.08
9023371,209330,P1004,74.44
9023372,206830,P1004,82.85
9023373,209710,P1003,43.35
9023374,204877,P1002,146.37
9023375,202569,P1001,98.21
9023376,203099,P1004,124.68
9023377,209260,P1003,58.85
9023378,202414,P1002,41.91
9023379,210085,P1005,201.13
9023380,204975,P1004,35.26
9023381,201608,P1006,21.37
9023382,207291,P1006,390.35
9023383,201465,P1001,58.3
9023384,201933,P1004,131.59
9023385,201647,P1004,62.59
9023386,201329,P1001,180.8
9023387,203421,P1003,20.91
9023388,201849,P1002,97.43
9023389,210000,P1002,66.96
9023390,205398,P1005,102.83
9023391,201631,P1005,102.37
9023392,201461,P1002,87.76
9023393,201642,P1003,10.08
9023394,209682,P1005,115.09
9023395,202732,P1001,369.63
9023396,203594,P1003,88.45
9023397,208102,P1001,189.84
9023398,211777,P1006,24.69
9023399,206097,P1006,118.03
9023400,206081,P1003,158.56
9023401,208544,P1005,82.19
9023402,207624,P1004,75.1
9023403,201863,P1005,38.77
9023404,208275,P1004,20.45
9023405,201958,P1002,41.05
9023406,201683,P1006,67.92
9023407,207530,P1001,12.3
9023408,201820,P1005,150.44
9023409,206986,P1003,92.61
9023410,202193,P1006,6.24
9023411,206100,P1002,5.04
9023412,207582,P1003,161.24
9023413,206478,P1003,127.26
9023414,207340,P1005,48.62
9023415,208489,P1005,61.74
9023416,211308,P1003,133.31
9023417,211152,P1005,53.17
9023418,204917,P1003,248.46
9023419,206082,P1001,103.66
9023420,209466,P1005,70.12
9023421,207559,P1005,165.53
9023422,205977,P1002,190.71
9023423,208736,P1001,83.82
9023424,208593,P1005,34.32
9023425,208026,P1002,30.73
9023426,204167,P1002,49.66
9023427,205440,P1003,223.69
9023428,210585,P1004,5.11
9023429,205131,P1001,27.51
9023430,201187,P1002,84.09
9023431,211796,P1002,364.29
9023432,208709,P1006,104.33
9023433,207217,P1005,44.05
9023434,208241,P1005,120.89
9023435,202701,P1005,34.13
9023436,203482,P1004,76.05
9023437,202666,P1004,269.53
9023438,204697,P1001,14.85
9023439,210763,P1001,101.7
9023440,206575,P1005,96.91
9023441,208015,P1003,146.08
9023442,208526,P1006,72.36
9023443,204409,P1005,153.02
9023444,205136,P1002,105.65
9023445,203605,P1005,252.04
9023446,210610,P1006,169.07
9023447,201641,P1003,136.06
9023448,210380,P1002,114.6
9023449,202206,P1001,64.3
9023450,208899,P1004,193
9023451,210675,P1004,101.37
9023452,204714,P1001,96.85
9023453,210145,P1003,41.83
9023454,204241,P1006,108.66
9023455,209919,P1004,41.96
9023456,203503,P1006,119.52
9023457,205914,P1003,127.56
9023458,210262,P1002,41.84
9023459,201297,P1006,19.71
9023460,205372,P1003,41.08
9023461,211948,P1004,210.3
9023462,206986,P1001,77.38
9023463,201822,P1002,36.42
9023464,207410,P1004,168.29
9023465,205190,P1001,356.04
9023466,207903,P1006,74.99
9023467,203990,P1001,51.98
9023468,203702,P1003,92.15
9023469,202998,P1004,57.52
9023470,205546,P1006,142.81
9023471,202022,P1006,32.91
9023472,204522,P1005,85.52
9023473,202104,P1002,137.32
9023474,209009,P1005,24.22
9023475,207330,P1001,23.28
9023476,206011,P1006,20.11
9023477,209739,P1004,97.75
9023478,210430,P1005,75.17
9023479,211083,P1005,52.84
9023480,210883,P1002,54.07
9023481,210800,P1002,40.89
9023482,203951,P1006,79.65
9023483,211583,P1005,37.33
9023484,208458,P1004,25.41
9023485,203081,P1004,32.09
9023486,207784,P1001,104.13
9023487,205429,P1002,75.02
9023488,209541,P1006,131.37
9023489,203170,P1002,194.34
9023490,205229,P1005,88.38
9023491,210099,P1001,55.95
9023492,209275,P1004,126.82
9023493,210274,P1002,110.38
9023494,204583,P1005,102.86
9023495,209177,P1006,37.07
9023496,209098,P1003,115.97
9023497,210707,P1005,25.32
9023498,211771,P1006,67.45
9023499,211049,P1006,35.57
9023500,200613,P1005,155.17
9023501,209305,P1006,133.05
9023502,210319,P1003,110.55
9023503,208792,P1006,169.54
9023504,210208,P1004,70.9
9023505,202338,P1005,115.18
9023506,201197,P1001,169.16
9023507,209628,P1001,53.59
9023508,208788,P1003,136.51
9023509,205855,P1001,25.44
9023510,209577,P1003,162.54
9023511,207447,P1004,45.49
9023512,201580,P1003,232.72
9023513,211921,P1005,99.98
9023514,205972,P1004,87.41
9023515,211347,P1003,248.79
9023516,205653,P1002,108.24
9023517,202723,P1001,130.6
9023518,208724,P1004,138.83
9023519,207832,P1001,58.25
9023520,207341,P1003,30.46
9023521,207728,P1001,57.67
9023522,205948,P1002,46.29
9023523,200747,P1006,82.23
9023524,209400,P1005,61.54
9023525,204408,P1004,157.85
9023526,200482,P1001,109.03
9023527,206119,P1005,110.56
9023528,204833,P1006,54.1
9023529,201477,P1006,59.5
9023530,207266,P1001,153.5
9023531,209209,P1002,14.33
9023532,211517,P1003,99.78
9023533,201057,P1005,50.95
9023534,204558,P1004,128.6
9023535,210270,P1005,38.54
9023536,206650,P1001,111.29
9023537,206393,P1006,173.18
9023538,202924,P1002,138.37
9023539,207273,P1004,244.34
9023540,203971,P1005,228.84
9023541,201989,P1004,58.73
9023542,210612,P1006,99.95
9023543,203839,P1005,45.34
9023544,202681,P1006,72.84
9023545,209746,P1004,106.08
9023546,205781,P1004,159.16
9023547,203086,P1006,12.4
9023548,200062,P1004,119.72
9023549,201248,P1005,85.93
9023550,205999,P1005,55
9023551,211293,P1004,122.59
9023552,206011,P1003,107.99
9023553,205689,P1001,30.98
9023554,200294,P1002,115.17
9023555,211175,P1003,29.51
9023556,203441,P1006,43.2
9023557,202347,P1001,154.02
9023558,200564,P1001,143.37
9023559,203316,P1004,75.17
9023560,206489,P1004,57.8
9023561,204620,P1005,125.96
9023562,201334,P1004,72.56
9023563,211482,P1004,68.51
9023564,204316,P1001,60.84
9023565,211755,P1003,79.11
9023566,207991,P1003,163.68
9023567,211386,P1001,20.78
9023568,200166,P1001,66.45
9023569,209670,P1004,181.32
9023570,211797,P1005,86.05
9023571,202192,P1001,130.15
9023572,205573,P1001,189.49
9023573,203989,P1006,133.57
9023574,200450,P1001,13.09
9023575,201332,P1002,7.14
9023576,207549,P1006,194.38
9023577,209120,P1005,91.27
9023578,210384,P1002,54.31
9023579,200088,P1005,37.17
9023580,204319,P1003,26.26
9023581,200251,P1005,45.09
9023582,201337,P1005,130.26
9023583,209110,P1001,43.81
9023584,208279,P1004,126.51
9023585,207086,P1006,94.61
9023586,210310,P1003,50.58
9023587,203569,P1002,67.59
9023588,200668,P1003,67.23
9023589,200159,P1004,23.93
9023590,207543,P1005,120.2
9023591,202499,P1001,40.99
9023592,207473,P1001,106.54
9023593,204398,P1003,56.98
9023594,208927,P1001,126.61
9023595,211917,P1006,22.43
9023596,202165,P1004,200.09
9023597,202631,P1006,149.79
9023598,204061,P1003,100.01
9023599,210576,P1003,89.61
9023600,207835,P1002,52.67
9023601,210994,P1001,94.84
9023602,210947,P1005,98.96
9023603,206131,P1004,54.63
9023604,211178,P1001,140.11
9023605,205236,P1005,31.94
9023606,201565,P1003,149.06
9023607,201061,P1004,35.99
9023608,210259,P1005,72.31
9023609,203494,P1005,30.5
9023610,207830,P1004,88.61
9023611,207997,P1001,42.69
9023612,211272,P1002,43.87
9023613,211573,P1005,63.2
9023614,208702,P1003,78.78
9023615,209745,P1003,130.75
9023616,208038,P1003,108.95
9023617,205195,P1006,101.1
9023618,203378,P1005,68.43
9023619,210065,P1003,65.18
9023620,206547,P1005,229.27
9023621,205679,P1006,112.34
9023622,204668,P1006,162.81
9023623,200195,P1002,71.66
9023624,203308,P1003,184.44
9023625,205496,P1002,57.49
9023626,204250,P1004,128.55
9023627,207451,P1003,271.95
9023628,201771,P1006,53.02
9023629,200262,P1003,61.41
9023630,206639,P1002,74.32
9023631,204726,P1006,149.66
9023632,204573,P1004,98.77
9023633,201948,P1002,313.14
9023634,201150,P1001,230.23
9023635,202300,P1004,147.17
9023636,203946,P1001,125.36
9023637,211058,P1003,215.31
9023638,206189,P1004,73.65
9023639,206490,P1003,58.57
9023640,203247,P1002,60.61
9023641,210319,P1005,236.03
9023642,209799,P1006,123.22
9023643,201943,P1002,58.99
9023644,202702,P1004,45.77
9023645,200553,P1004,136.32
9023646,204384,P1006,132.18
9023647,202005,P1001,6.54
9023648,200404,P1003,17.96
9023649,211517,P1003,28.21
9023650,202708,P1003,44.46
9023651,208360,P1005,128.58
9023652,204286,P1003,120.69
9023653,202954,P1002,12.04
9023654,207188,P1005,148.05
9023655,209604,P1006,30.63
9023656,211383,P1004,38.01
9023657,201450,P1005,69.12
9023658,209536,P1005,74.86
9023659,206385,P1002,120.58
9023660,204749,P1001,90.19
9023661,208807,P1005,62.22
9023662,201330,P1005,256.49
9023663,210906,P1003,16.17
9023664,201238,P1004,216.72
9023665,210353,P1006,38.14
9023666,202903,P1001,52.17
9023667,201740,P1004,120.86
9023668,211107,P1004,187.39
9023669,206213,P1001,34.07
9023670,201116,P1002,137.14
9023671,210495,P1005,189.35
9023672,208419,P1001,89.77
9023673,204481,P1002,70.48
9023674,203476,P1001,22.58
9023675,211252,P1004,132.79
9023676,202902,P1003,119.67
9023677,211597,P1003,59.03
9023678,204623,P1001,59.86
9023679,207437,P1003,42.98
9023680,206279,P1005,195.72
9023681,201388,P1005,101.88
9023682,205430,P1006,56.52
9023683,207388,P1004,9.9
9023684,201835,P1001,129.72
9023685,210250,P1006,227.31
9023686,208419,P1002,178.18
9023687,210508,P1003,38.78
9023688,200978,P1002,28.29
9023689,201914,P1006,205.12
9023690,210095,P1005,190.3
9023691,203419,P1001,105.37
9023692,200642,P1004,83.56
9023693,209924,P1004,15.3
9023694,211770,P1006,277.53
9023695,205432,P1004,12.05
9023696,209821,P1004,124.91
9023697,203507,P1001,174.23
9023698,211702,P1002,172.96
9023699,204977,P1004,11.53
9023700,203164,P1005,65.64
9023701,208956,P1001,15.27
9023702,201516,P1004,88.13
9023703,206471,P1005,55.5
9023704,204162,P1003,205.17
9023705,206813,P1005,103.83
9023706,200170,P1006,41.61
9023707,208276,P1006,67.15
9023708,202763,P1004,92.36
9023709,202389,P1005,134.89
9023710,201558,P1003,125.67
9023711,200595,P1002,18.38
9023712,202217,P1005,235.24
9023713,203152,P1006,79.64
9023714,210122,P1002,17.72
9023715,203793,P1001,90.23
9023716,205471,P1006,94.47
9023717,203247,P1001,137.22
9023718,200437,P1002,64.04
9023719,203073,P1002,18.16
9023720,210432,P1005,49.34
9023721,207554,P1002,3.89
9023722,201019,P1003,93.69
9023723,201306,P1001,115.54
9023724,200081,P1003,166.53
9023725,200058,P1003,58.81
9023726,201235,P1003,105.55
9023727,201087,P1003,35.18
9023728,210717,P1002,109.19
9023729,209655,P1003,52.95
9023730,206218,P1004,255.83
9023731,208232,P1003,62.22
9023732,209047,P1003,31.18
9023733,211419,P1006,206.75
9023734,210626,P1003,140.02
9023735,205535,P1006,71.53
9023736,208046,P1003,131.83
9023737,202390,P1003,111.46
9023738,201559,P1006,51.17
9023739,204860,P1002,9.34
9023740,210907,P1001,80.47
9023741,203608,P1005,91.79
9023742,206761,P1002,63.7
9023743,202980,P1003,43.22
9023744,203709,P1001,95.25
9023745,210059,P1003,158.78
9023746,210493,P1004,47.69
9023747,206332,P1006,67.08
9023748,210133,P1006,52.53
9023749,211609,P1003,58.4
9023750,206569,P1002,55.5
9023751,207675,P1005,105.87
9023752,201950,P1003,87.43
9023753,211942,P1001,42.76
9023754,208726,P1002,28.64
9023755,206712,P1001,105.17
9023756,203303,P1002,112.88
9023757,207175,P1005,171.96
9023758,203558,P1003,179.83
9023759,204032,P1006,66.94
9023760,211530,P1005,148.32
9023761,205795,P1006,86.86
9023762,211349,P1004,37.99
9023763,203248,P1006,79.59
9023764,203564,P1005,66.93
9023765,209167,P1006,155.08
9023766,204865,P1002,111.33
9023767,201159,P1004,39.49
9023768,208401,P1005,42.49
9023769,201226,P1004,48.71
9023770,200845,P1003,76.48
9023771,209001,P1001,104.12
9023772,201470,P1005,9.28
9023773,204132,P1001,157.15
9023774,209927,P1003,328.03
9023775,205030,P1001,131.79
9023776,208577,P1002,115.48
9023777,208276,P1003,63.59
9023778,204755,P1001,98.54
9023779,208179,P1001,109.47
9023780,209292,P1006,124.87
9023781,207465,P1006,158.94
9023782,206759,P1003,34.49
9023783,210600,P1005,59.64
9023784,200073,P1006,103.33
9023785,202825,P1003,142.53
9023786,206378,P1006,53.02
9023787,211629,P1002,34.68
9023788,209455,P1002,173.51
9023789,201567,P1006,47.09
9023790,205992,P1002,135.03
9023791,210650,P1001,61.7
9023792,205626,P1002,117.37
9023793,203524,P1006,33.58
9023794,201240,P1003,83.33
9023795,203809,P1003,56.67
9023796,211059,,170.96
9023797,211524,P1001,29.54
9023798,200461,P1006,57.71
9023799,202815,P1001,91.93
9023800,201498,P1002,137.5
9023801,207706,P1004,61.73
9023802,202328,P1004,133.85
9023803,201185,P1006,49.95
9023804,205101,P1004,41.83
9023805,202793,P1005,40.73
9023806,211507,P1001,8.19
9023807,203207,P1004,79.44
9023808,201031,P1004,158.26
9023809,211657,P1004,16.03
9023810,208559,P1004,63.17
9023811,209752,P1005,159.35
9023812,208588,P1002,125.85
9023813,205547,P1005,16.29
9023814,200325,P1004,74.67
9023815,206570,P1001,118.7
9023816,200363,P1002,175.53
9023817,203439,P1002,8.96
9023818,211149,P1005,85.3
9023819,202014,P1006,68.12
9023820,208660,P1003,2.96
9023821,204901,P1003,85.32
9023822,201935,P1001,196.48
9023823,201302,P1003,102.61
9023824,204146,P1005,28.75
9023825,200756,P1002,177.43
9023826,206497,P1004,27.09
9023827,201055,P1001,153.18
9023828,202375,P1002,228.64
9023829,209183,P1001,112.11
9023830,210147,P1006,68.14
9023831,204066,,66.49
9023832,211016,P1002,129.04
9023833,205339,P1004,62.57
9023834,209865,P1006,55.76
9023835,205316,P1004,193.13
9023836,203772,P1005,110.27
9023837,211761,P1006,183.56
9023838,201731,P1002,194.22
9023839,207630,P1005,114.29
9023840,201764,P1004,132.28
9023841,206182,P1002,201.18
9023842,200609,P1003,88.65
9023843,203985,P1002,75.1
9023844,202598,P1005,13.8
9023845,210545,P1003,63.17
9023846,203092,P1003,169.14
9023847,210512,P1002,128.58
9023848,201956,P1006,53.88
9023849,203465,P1003,265.72
9023850,204911,P1005,118.51
9023851,209598,P1005,94.72
9023852,200980,P1006,58.72
9023853,211592,P1004,17.86
9023854,209878,P1001,125.87
9023855,202766,P1001,29.08
9023856,209565,P1006,54.72
9023857,211027,P1003,260.22
9023858,210760,P1001,63.72
9023859,209825,P1004,33
9023860,208080,P1006,139.67
9023861,211744,P1003,47.51
9023862,209545,P1006,143.1
9023863,203943,P1006,86.62
9023864,207213,P1002,35.74
9023865,204233,P1002,25.21
9023866,201370,P1004,90.11
9023867,202374,P1004,124.81
9023868,210861,P1002,49.29
9023869,207553,P1006,53.64
9023870,211495,P1004,138.72
9023871,204646,P1005,43.32
9023872,206980,P1001,47.74
9023873,211936,P1006,176.26
9023874,211484,P1003,123.6
9023875,201634,P1004,79.59
9023876,206217,P1004,222.51
9023877,205434,P1006,53.73
9023878,210268,P1001,114.16
9023879,205010,P1004,33.14
9023880,208070,P1005,166.92
9023881,203706,P1005,75.26
9023882,211009,P1003,71.37
9023883,205025,P1003,51.31
9023884,206424,P1001,4.06
9023885,206407,P1006,121.71
9023886,206700,P1001,32.68
9023887,211240,P1002,138.82
9023888,203829,P1001,181.31
9023889,201476,P1003,39.08
9023890,204040,P1001,38.75
9023891,208826,P1003,48.87
9023892,201000,P1001,119.88
9023893,204766,P1004,103.13
9023894,200458,P1006,82.46
9023895,211237,P1002,210.55
9023896,202810,P1002,142.62
9023897,206244,P1002,92.18
9023898,201681,P1002,145.07
9023899,211566,P1003,131.84
9023900,209158,P1001,117.46
9023901,201136,P1006,84.72
9023902,207478,P1004,46.02
9023903,200301,P1003,207.33
9023904,208765,P1003,7.79
9023905,204593,P1001,37.96
9023906,207494,P1002,49.47
9023907,208716,P1001,267.34
9023908,208234,P1004,162.34
9023909,201945,P1001,109.58
9023910,205334,P1001,125.01
9023911,203323,P1002,52.94
9023912,204445,P1001,30.32
9023913,209922,P1002,81.81
9023914,205310,P1005,51.61
9023915,209779,P1002,40.65
9023916,211389,P1001,301.95
9023917,205923,P1005,57.83
9023918,211225,P1003,120.12
9023919,200390,P1005,59.08
9023920,209013,P1003,17.61
9023921,209457,P1005,98.06
9023922,209693,P1006,116.02
9023923,205521,P1005,12.75
9023924,211452,P1003,100.58
9023925,203526,P1003,148.58
9023926,203252,P1002,139.55
9023927,202525,P1001,192.49
9023928,207302,P1005,97.28
9023929,203369,P1005,53.06
9023930,205037,P1003,91.66
9023931,208297,P1001,98.59
9023932,210328,P1005,53.26
9023933,200263,P1005,52.18
9023934,208740,P1003,54.52
9023935,202839,P1003,94.65
9023936,211254,P1002,119.92
9023937,210853,P1006,278.52
9023938,205505,P1003,42.01
9023939,200440,P1006,267.45
9023940,211214,P1003,13.43
9023941,203785,P1004,47.17
9023942,202634,P1004,48.43
9023943,202886,P1003,45.53
9023944,210897,P1003,29.59
9023945,205170,P1006,136.86
9023946,208748,P1005,29.15
9023947,207794,P1001,164.34
9023948,211783,P1005,34.35
9023949,210961,P1003,142.09
9023950,200863,P1006,74.39
9023951,211261,P1002,149.55
9023952,200888,P1006,196.81
9023953,205373,P1004,43.64
9023954,201119,P1005,78.6
9023955,203975,P1002,78.91
9023956,208411,P1002,80.8
9023957,200661,P1005,50.14
9023958,208831,P1003,54.22
9023959,204619,P1005,40.76
9023960,207576,P1002,39.67
9023961,208825,P1001,29.52
9023962,211708,P1004,58.24
9023963,200440,P1006,34.31
9023964,210017,P1003,34.71
9023965,210800,P1001,75.66
9023966,206484,P1005,74.49
9023967,203112,P1002,88.26
9023968,207912,P1001,180.16
9023969,201533,P1002,70.12
9023970,211546,P1003,211.5
9023971,204193,P1001,34.26
9023972,209490,P1004,74.31
9023973,205340,P1006,73.89
9023974,210891,P1003,180.24
9023975,211407,P1003,207.28
9023976,210145,P1003,138.3
9023977,206912,P1005,205.56
9023978,202946,P1002,232.37
9023979,210695,P1005,60.68
9023980,210580,P1002,104.78
9023981,201498,P1001,14.16
9023982,203389,P1003,67.24
9023983,209326,P1003,61.27
9023984,210223,P1002,82.99
9023985,207131,P1005,19.06
9023986,208938,P1001,161.56
9023987,207513,P1003,114.49
9023988,202620,P1001,80.28
9023989,205765,P1002,53.23
9023990,211190,P1002,80.01
9023991,208391,P1002,186.32
9023992,202443,P1004,74.89
9023993,201505,P1002,84.25
9023994,203637,P1001,15.55
9023995,200711,P1005,99.38
9023996,205967,P1004,84.14
9023997,210343,P1005,166.39
9023998,203100,P1001,28.25
9023999,207639,P1004,270.78
9024000,209075,P1002,56.79
9024001,200906,P1005,93.56
9024002,207578,P1003,28.25
9024003,210841,P1003,242.75
9024004,208948,P1002,85.99
9024005,210439,P1002,91.89
9024006,204805,P1003,125.24
9024007,203869,P1004,119.23
9024008,206037,P1006,34.5
9024009,209265,P1002,125.83
9024010,208861,P1003,59.3
9024011,203000,P1001,110.9
9024012,205931,P1003,75.53
9024013,208825,P1002,47.54
9024014,203727,P1003,25.11
9024015,207855,P1001,69.53
9024016,204363,P1005,58.62
9024017,209924,P1002,5.69
9024018,208314,P1002,39.35
9024019,210284,P1002,84.48
9024020,201431,P1003,125.79
9024021,211102,P1005,69.67
9024022,211847,P1005,78.78
9024023,203564,P1001,40.25
9024024,211077,P1005,235.24
9024025,209913,P1003,203.68
9024026,210183,P1003,121.88
9024027,204693,P1005,34.73
9024028,202659,P1002,55.09
9024029,210847,P1004,155.09
9024030,210833,P1004,100.49
9024031,202542,P1003,61.84
9024032,200662,P1003,215.47
9024033,203840,P1001,192.46
9024034,207477,P1001,36.53
9024035,205505,P1002,160.28
9024036,200726,P1005,85.38
9024037,203907,P1004,155.42
9024038,208983,P1001,14.69
9024039,203776,P1001,70.05
9024040,202137,P1005,123.03
9024041,205895,P1006,47.38
9024042,211548,P1003,148.35
9024043,203854,P1004,102.68
9024044,202069,P1003,78.14
9024045,204843,P1003,14.91
9024046,202133,P1006,61.94
9024047,206863,P1004,18.86
9024048,204210,P1001,103.17
9024049,211170,P1004,174.99
9024050,211473,P1004,27.64
9024051,208410,P1004,148.67
9024052,201507,P1005,55.74
9024053,211110,P1005,97.02
9024054,200618,P1004,76.65
9024055,205938,P1001,41.46
9024056,206111,P1003,131.04
9024057,208795,P1002,67.37
9024058,202707,P1003,136.07
9024059,206493,P1005,13.95
9024060,210586,P1006,264.69
9024061,210583,P1003,26.66
